problem,language,report,first_file,second_file,first_submission_id,second_submission_id,avg_similarity,avg_percent,max_similarity,max_percent,maximum_length,longest_match,is_exact_avg_100,is_max_100
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1344729751.cpp,1344729753.cpp,1344729751,1344729753,1.0,100.0,1.0,100.0,37.0,36.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1344729751.cpp,1344729754.cpp,1344729751,1344729754,1.0,100.0,1.0,100.0,37.0,36.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1344729751.cpp,1344729756.cpp,1344729751,1344729756,1.0,100.0,1.0,100.0,37.0,36.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1344729753.cpp,1344729754.cpp,1344729753,1344729754,1.0,100.0,1.0,100.0,37.0,36.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1344729753.cpp,1344729756.cpp,1344729753,1344729756,1.0,100.0,1.0,100.0,37.0,36.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1344729754.cpp,1344729756.cpp,1344729754,1344729756,1.0,100.0,1.0,100.0,37.0,36.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370576009.cpp,1370576016.cpp,1370576009,1370576016,1.0,100.0,1.0,100.0,38.0,37.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370576009.cpp,1370576071.cpp,1370576009,1370576071,1.0,100.0,1.0,100.0,38.0,37.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370576009.cpp,1370576093.cpp,1370576009,1370576093,1.0,100.0,1.0,100.0,38.0,37.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370576016.cpp,1370576071.cpp,1370576016,1370576071,1.0,100.0,1.0,100.0,38.0,37.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370576016.cpp,1370576093.cpp,1370576016,1370576093,1.0,100.0,1.0,100.0,38.0,37.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370576071.cpp,1370576093.cpp,1370576071,1370576093,1.0,100.0,1.0,100.0,38.0,37.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1370578798.cpp,1370578807.cpp,1370578798,1370578807,1.0,100.0,1.0,100.0,29.0,28.0,True,True
cutiile-magice,cpp,cutiile-magice_cpp.jplag,1378140628.cpp,1378159634.cpp,1378140628,1378159634,1.0,100.0,1.0,100.0,34.0,33.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314235549.java,1323445657.java,1314235549,1323445657,1.0,100.0,1.0,100.0,106.0,105.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314235549.java,1391740454.java,1314235549,1391740454,1.0,100.0,1.0,100.0,106.0,105.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314235549.java,1391832143.java,1314235549,1391832143,1.0,100.0,1.0,100.0,106.0,105.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314235611.java,1314235724.java,1314235611,1314235724,1.0,100.0,1.0,100.0,100.0,99.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236245.java,1314236280.java,1314236245,1314236280,1.0,100.0,1.0,100.0,92.0,91.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236544.java,1314236596.java,1314236544,1314236596,1.0,100.0,1.0,100.0,84.0,83.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236646.java,1314236723.java,1314236646,1314236723,1.0,100.0,1.0,100.0,101.0,100.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236656.java,1314236677.java,1314236656,1314236677,1.0,100.0,1.0,100.0,97.0,96.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236656.java,1314236709.java,1314236656,1314236709,1.0,100.0,1.0,100.0,97.0,96.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236668.java,1323426563.java,1314236668,1323426563,1.0,100.0,1.0,100.0,76.0,75.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236668.java,1332728738.java,1314236668,1332728738,1.0,100.0,1.0,100.0,76.0,75.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236668.java,1332760961.java,1314236668,1332760961,1.0,100.0,1.0,100.0,76.0,75.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236677.java,1314236709.java,1314236677,1314236709,1.0,100.0,1.0,100.0,97.0,96.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236767.java,1314236783.java,1314236767,1314236783,1.0,100.0,1.0,100.0,127.0,126.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314236835.java,1314236871.java,1314236835,1314236871,1.0,100.0,1.0,100.0,112.0,111.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237116.java,1314237247.java,1314237116,1314237247,1.0,100.0,1.0,100.0,127.0,126.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237198.java,1314237727.java,1314237198,1314237727,1.0,100.0,1.0,100.0,90.0,89.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237210.java,1314237270.java,1314237210,1314237270,1.0,100.0,1.0,100.0,86.0,85.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237253.java,1314237426.java,1314237253,1314237426,1.0,100.0,1.0,100.0,113.0,112.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237300.java,1314237635.java,1314237300,1314237635,1.0,100.0,1.0,100.0,101.0,100.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237300.java,1314237694.java,1314237300,1314237694,1.0,100.0,1.0,100.0,101.0,100.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237635.java,1314237694.java,1314237635,1314237694,1.0,100.0,1.0,100.0,101.0,100.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237678.java,1314237834.java,1314237678,1314237834,1.0,100.0,1.0,100.0,82.0,81.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237678.java,1314237850.java,1314237678,1314237850,1.0,100.0,1.0,100.0,82.0,81.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1314237834.java,1314237850.java,1314237834,1314237850,1.0,100.0,1.0,100.0,82.0,81.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323389510.java,1323389682.java,1323389510,1323389682,1.0,100.0,1.0,100.0,83.0,82.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323426563.java,1332728738.java,1323426563,1332728738,1.0,100.0,1.0,100.0,76.0,75.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323426563.java,1332760961.java,1323426563,1332760961,1.0,100.0,1.0,100.0,76.0,75.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323427221.java,1323427418.java,1323427221,1323427418,1.0,100.0,1.0,100.0,107.0,106.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323445657.java,1391740454.java,1323445657,1391740454,1.0,100.0,1.0,100.0,106.0,105.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323445657.java,1391832143.java,1323445657,1391832143,1.0,100.0,1.0,100.0,106.0,105.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323453896.java,1323453939.java,1323453896,1323453939,1.0,100.0,1.0,100.0,110.0,109.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323453896.java,1323453986.java,1323453896,1323453986,1.0,100.0,1.0,100.0,110.0,109.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323453896.java,1323454022.java,1323453896,1323454022,1.0,100.0,1.0,100.0,110.0,109.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323453939.java,1323453986.java,1323453939,1323453986,1.0,100.0,1.0,100.0,110.0,109.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323453939.java,1323454022.java,1323453939,1323454022,1.0,100.0,1.0,100.0,110.0,109.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1323453986.java,1323454022.java,1323453986,1323454022,1.0,100.0,1.0,100.0,110.0,109.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1332728738.java,1332760961.java,1332728738,1332760961,1.0,100.0,1.0,100.0,76.0,75.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1332764002.java,1332764094.java,1332764002,1332764094,1.0,100.0,1.0,100.0,109.0,108.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1378139483.java,1378139543.java,1378139483,1378139543,1.0,100.0,1.0,100.0,118.0,117.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1378139483.java,1378139688.java,1378139483,1378139688,1.0,100.0,1.0,100.0,118.0,117.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1378139543.java,1378139688.java,1378139543,1378139688,1.0,100.0,1.0,100.0,118.0,117.0,True,True
cutiile-magice,java,cutiile-magice_java.jplag,1391740454.java,1391832143.java,1391740454,1391832143,1.0,100.0,1.0,100.0,106.0,105.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234446.cpp,1344604055.cpp,1314234446,1344604055,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234446.cpp,1344630550.cpp,1314234446,1344630550,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234446.cpp,1344638178.cpp,1314234446,1344638178,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234531.cpp,1361905703.cpp,1314234531,1361905703,1.0,100.0,1.0,100.0,38.0,37.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234800.cpp,1314236380.cpp,1314234800,1314236380,1.0,100.0,1.0,100.0,95.0,94.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234833.cpp,1314234967.cpp,1314234833,1314234967,1.0,100.0,1.0,100.0,50.0,49.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234899.cpp,1314235259.cpp,1314234899,1314235259,1.0,100.0,1.0,100.0,52.0,51.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234899.cpp,1314235273.cpp,1314234899,1314235273,1.0,100.0,1.0,100.0,52.0,51.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314234908.cpp,1314234917.cpp,1314234908,1314234917,1.0,100.0,1.0,100.0,46.0,45.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235045.cpp,1314237404.cpp,1314235045,1314237404,1.0,100.0,1.0,100.0,58.0,57.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235102.cpp,1314235257.cpp,1314235102,1314235257,1.0,100.0,1.0,100.0,71.0,70.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235204.cpp,1314235349.cpp,1314235204,1314235349,1.0,100.0,1.0,100.0,57.0,56.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235258.cpp,1314235277.cpp,1314235258,1314235277,1.0,100.0,1.0,100.0,56.0,55.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235258.cpp,1314235303.cpp,1314235258,1314235303,1.0,100.0,1.0,100.0,56.0,55.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235259.cpp,1314235273.cpp,1314235259,1314235273,1.0,100.0,1.0,100.0,52.0,51.0,True,True
gigel-si-raspandirea-vestilor,cpp,gigel-si-raspandirea-vestilor_cpp.jplag,1314235277.cpp,1314235303.cpp,1314235277,1314235303,1.0,100.0,1.0,100.0,56.0,55.0,True,True
